0x6e0Ea3db88b9c1C72CdA80B1BeaD95cB84dEEBc0,282.96029502,DONE
0x5814B08A1772F1321243A575c8a0556B954d4212,357.2211353,DONE
0x6C0844F2737bB5986E3c95e89CcC2928bAc4702A,498.96572102,DONE
0x289c7f808d436a8141aA255e336dF82b3D148348,308.94305146,DONE
0xccfd29dcc54759963575946051210a7C5908Ce3B,269.62961079,DONE
0x8c04D8bb918676c14d4276B3C35F7c13d358AB2B,182.43244826,DONE
0x2C3DaBc80486843573e6604E98d80c689e2f1AE3,172.07683219,DONE
0xE1613739654852c6139d74D81f98e332be682e80,319.10771254,DONE
0xB9160538350301198853DCfeFFEcEb0EC639695f,307.97308869,DONE
0xF6dC735Cd14e6F9Ab3Cf260E2cFfF7d76Fd46ED6,308.32027881,DONE
0xBADE13c6d2f5ffBE4a13C961361F2F6f6ed755A9,283.10607568,DONE
0xBfBaB271c3780563EEeFf9c085345918e5a28Ec9,119.73514115,DONE
0xa2636bC0a82bA8DD269ADF6aC03Fd4183E6D8B03,275.40900435,DONE
0x2Da0586173A99288610f5a05f93B9686a83dCF4A,261.71595641,DONE
0x53e9F49D4a7FFf1748C6A8f6CEDDEE2cdc961b3B,345.06321682,DONE
0x5Fa4152a5d284A6cC8Ff48173439C44464792170,474.08100875,DONE
0x51D4701043101d0c825b8Ac88D99aAd082775db0,445.2902512,DONE
0x8480768943D7713b93417D83d05Bb0b8e571719A,462.33791747,DONE
0xA50eFBaeb60fE1e89A6C8652f8E6F3624F297547,439.83831283,DONE
0xFde6B3E1b589A4891A411fE713D521A021862536,434.1035758,DONE
0x54E3F8A4d6b607d9fA56D194349c51A6350aa5Ea,257.45338859,DONE
0xDfe848fdc47883Fc44205aE57391A440788Bad66,205.69269872,DONE
0x2E1B0b8Da62Db13DBd1798F8092AE9BD4eB721d6,294.53656248,DONE
0x7EEFd82B943b860fB356a85b61953c612F4Cc193,236.52544459,DONE
0x3B23cF052eE91beB15DbaaED957C0c65e820FF45,299.97742303,DONE
0x81a4776f6EDC5cee9343ecba3885F269c49bE761,227.91440056,DONE
